short_name,age,overall,potential,player_positions,position_group,market_value_eur,pace,shooting,passing,dribbling,defending,physic,age_potential_gap,is_at_peak,value_per_rating
E. Shomurodov,27,75,76,"ST, CF",ATT,6500000.0,81.0,74.0,63.0,75.0,39.0,70.0,1,0,85526.31578947368
E. Shuranov,20,66,75,ST,ATT,1900000.0,57.0,69.0,44.0,62.0,28.0,70.0,9,0,28358.20895522388
E. Sihlaroglu,16,57,76,CM,MID,400000.0,64.0,48.0,56.0,59.0,50.0,52.0,19,0,6896.551724137931
E. Sildnes,29,60,60,LW,ATT,240000.0,71.0,54.0,56.0,62.0,25.0,54.0,0,1,3934.4262295081967
E. Simms,21,68,78,ST,ATT,2700000.0,74.0,67.0,52.0,65.0,25.0,72.0,10,0,39130.434782608696
E. Singh,19,47,59,"CAM, CM",MID,110000.0,51.0,43.0,47.0,52.0,34.0,46.0,12,0,2291.6666666666665
E. Skhiri,27,79,80,"CDM, CM",MID,18000000.0,68.0,72.0,71.0,75.0,79.0,75.0,1,0,225000.0
E. Smith,25,69,73,"CDM, CM",MID,1800000.0,58.0,57.0,63.0,62.0,63.0,75.0,4,0,25714.285714285714
E. Smith Rowe,21,80,87,"LM, CAM",MID,35000000.0,78.0,71.0,76.0,81.0,32.0,61.0,7,0,432098.76543209876
E. Sobol,27,73,74,"LB, LM",DEF,3200000.0,77.0,64.0,67.0,70.0,70.0,72.0,1,0,43243.24324324324
E. Solberg,18,57,77,RM,MID,450000.0,73.0,46.0,54.0,61.0,35.0,45.0,20,0,7758.620689655172
E. Soleri,24,64,68,"ST, LW",ATT,850000.0,73.0,62.0,53.0,67.0,37.0,65.0,4,0,13076.923076923076
E. Sorga,22,59,68,ST,ATT,500000.0,55.0,61.0,42.0,58.0,22.0,57.0,9,0,8333.333333333334
E. Spago,20,59,70,CB,DEF,450000.0,62.0,28.0,47.0,56.0,57.0,66.0,11,0,7500.0
E. Stevens,31,71,71,"LWB, LB",DEF,1400000.0,66.0,45.0,64.0,70.0,68.0,71.0,0,1,19444.444444444445
E. Sutherland,22,63,71,"RM, CAM",MID,1100000.0,74.0,54.0,59.0,64.0,27.0,47.0,8,0,17187.5
E. Sviatchenko,30,75,75,CB,DEF,4600000.0,60.0,51.0,62.0,61.0,74.0,83.0,0,1,60526.31578947369
E. Sylisufaj,22,63,70,ST,ATT,975000.0,76.0,64.0,53.0,65.0,28.0,67.0,7,0,15234.375
E. Sylvestre,22,64,71,"RM, CM",MID,1200000.0,67.0,61.0,58.0,70.0,27.0,47.0,7,0,18461.53846153846
E. Taborga,20,63,70,"LB, LM",DEF,900000.0,71.0,45.0,56.0,60.0,58.0,63.0,7,0,14062.5
E. Taffertshofer,27,64,66,"CDM, CM",MID,625000.0,57.0,43.0,56.0,62.0,63.0,69.0,2,0,9615.384615384615
E. Tagseth,21,65,74,"LWB, CM",DEF,1500000.0,77.0,52.0,62.0,68.0,56.0,65.0,9,0,22727.272727272728
E. Taha,23,61,70,ST,ATT,725000.0,84.0,57.0,48.0,63.0,23.0,56.0,9,0,11693.548387096775
E. Tallig,22,64,73,"CM, RM",MID,1300000.0,73.0,59.0,64.0,69.0,51.0,64.0,9,0,20000.0
E. Tapsoba,23,80,85,CB,DEF,29000000.0,70.0,54.0,65.0,70.0,82.0,79.0,5,0,358024.6913580247
E. Tatlı,19,63,72,"CM, CDM",MID,1000000.0,64.0,48.0,64.0,66.0,61.0,59.0,9,0,15625.0
E. Tavşan,21,68,77,"RW, ST",ATT,2700000.0,86.0,60.0,60.0,73.0,24.0,57.0,9,0,39130.434782608696
E. Taylor,19,51,61,"RM, LB",MID,130000.0,71.0,42.0,46.0,53.0,41.0,42.0,10,0,2500.0
E. Taylor,21,55,67,CM,MID,300000.0,71.0,48.0,56.0,58.0,51.0,50.0,12,0,5357.142857142857
E. Taşdemir,26,66,66,"LB, LM",DEF,850000.0,77.0,59.0,63.0,69.0,60.0,57.0,0,1,12686.567164179105
E. Taşkıran,32,68,68,GK,GK,600000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,8695.652173913044
E. Tchato,19,61,76,RB,DEF,750000.0,72.0,42.0,52.0,57.0,58.0,59.0,15,0,12096.774193548386
E. Tellechea,35,65,65,"CM, CDM, RM",MID,275000.0,64.0,62.0,65.0,62.0,63.0,67.0,0,1,4166.666666666667
E. Tellgren,17,54,73,CB,DEF,250000.0,60.0,29.0,32.0,36.0,57.0,55.0,19,0,4545.454545454545
E. Terpiłowski,20,64,73,"CF, CAM",ATT,1300000.0,86.0,59.0,57.0,62.0,25.0,65.0,9,0,20000.0
E. Terranova,35,66,66,CB,DEF,230000.0,53.0,42.0,46.0,46.0,66.0,72.0,0,1,3432.8358208955224
E. Tezgel,16,56,82,ST,ATT,575000.0,68.0,59.0,40.0,56.0,18.0,48.0,26,0,10087.719298245614
E. Thommy,27,72,72,"LM, RM, CF",MID,2500000.0,77.0,69.0,70.0,74.0,33.0,50.0,0,1,34246.57534246575
E. Thorpe,21,57,68,CM,MID,375000.0,65.0,49.0,57.0,55.0,48.0,53.0,11,0,6465.517241379311
E. Tintiş,18,60,73,"LB, CB",DEF,550000.0,64.0,50.0,55.0,60.0,57.0,63.0,13,0,9016.393442622952
E. Toal,23,62,73,CB,DEF,825000.0,42.0,31.0,42.0,46.0,61.0,70.0,11,0,13095.238095238095
E. Topçu,16,52,67,CM,MID,180000.0,59.0,49.0,50.0,54.0,46.0,46.0,15,0,3396.2264150943397
E. Torregrossa,30,71,71,ST,ATT,1800000.0,73.0,70.0,55.0,68.0,28.0,74.0,0,1,25000.0
E. Tortolero,24,65,71,"CAM, ST, CF",MID,1100000.0,76.0,66.0,65.0,64.0,36.0,66.0,6,0,16666.666666666668
E. Touré,20,70,80,"ST, LW",ATT,3500000.0,72.0,70.0,57.0,69.0,22.0,64.0,10,0,49295.77464788732
E. Triverio,33,69,69,ST,ATT,900000.0,39.0,72.0,55.0,67.0,30.0,73.0,0,1,12857.142857142857
E. Turns,19,59,76,CB,DEF,550000.0,59.0,31.0,39.0,50.0,59.0,60.0,17,0,9166.666666666666
E. Twumasi,25,63,68,"RB, RM",DEF,650000.0,72.0,53.0,56.0,67.0,58.0,63.0,5,0,10156.25
E. Uhlmann,19,59,72,CDM,MID,500000.0,70.0,47.0,55.0,59.0,56.0,57.0,13,0,8333.333333333334
E. Unsain,27,75,78,GK,GK,5500000.0,69.0,55.0,58.0,63.0,56.0,66.0,3,0,72368.42105263157
E. Uribe,36,64,64,"CDM, CB",MID,110000.0,58.0,39.0,59.0,59.0,65.0,63.0,0,1,1692.3076923076924
E. Utkus,22,66,73,"CB, CDM",DEF,1600000.0,59.0,35.0,56.0,55.0,67.0,71.0,7,0,23880.597014925374
E. Uzunhan,21,60,74,CB,DEF,575000.0,64.0,30.0,44.0,48.0,58.0,71.0,14,0,9426.22950819672
E. Vaessen,26,67,71,GK,GK,1100000.0,69.0,55.0,58.0,63.0,56.0,66.0,4,0,16176.470588235294
E. Valencia,19,60,70,"ST, RM",ATT,525000.0,58.0,62.0,54.0,58.0,24.0,55.0,10,0,8606.557377049181
E. Valencia,25,66,69,LM,MID,1100000.0,83.0,50.0,59.0,68.0,44.0,60.0,3,0,16417.910447761195
E. Valencia,22,65,73,"CM, LM, RM",MID,1600000.0,70.0,59.0,63.0,67.0,59.0,69.0,8,0,24242.424242424244
E. Valencia,32,77,77,"ST, LW, RW",ATT,8500000.0,87.0,76.0,67.0,75.0,48.0,78.0,0,1,108974.35897435897
E. Valentini,33,68,68,RB,DEF,625000.0,68.0,56.0,64.0,63.0,63.0,71.0,0,1,9057.971014492754
E. Valeri,23,69,75,LB,DEF,2100000.0,71.0,61.0,65.0,66.0,64.0,57.0,6,0,30000.0
E. Vanspaul,29,55,55,"CDM, RB",MID,110000.0,72.0,34.0,50.0,53.0,50.0,70.0,0,1,1964.2857142857142
E. Varian,20,55,62,ST,ATT,250000.0,59.0,53.0,46.0,56.0,20.0,56.0,7,0,4464.285714285715
E. Vecchio,33,75,75,"CAM, CM",MID,3500000.0,67.0,72.0,77.0,74.0,60.0,70.0,0,1,46052.63157894737
E. Velasco,22,64,69,"LM, CAM",MID,900000.0,66.0,60.0,62.0,63.0,59.0,66.0,5,0,13846.153846153846
E. Velasco,30,69,69,LB,DEF,1200000.0,79.0,38.0,57.0,64.0,64.0,78.0,0,1,17142.85714285714
E. Velasquez,23,64,70,"CB, RB",DEF,850000.0,62.0,28.0,47.0,44.0,64.0,70.0,6,0,13076.923076923076
E. Vergani,21,64,74,ST,ATT,1300000.0,56.0,69.0,52.0,67.0,22.0,53.0,10,0,20000.0
E. Vidart,20,61,72,"CDM, CM",MID,675000.0,65.0,60.0,63.0,57.0,59.0,53.0,11,0,10887.09677419355
E. Viegbe,18,53,70,CDM,MID,230000.0,57.0,33.0,47.0,53.0,49.0,49.0,17,0,4259.259259259259
E. Vignato,21,72,82,CAM,MID,5500000.0,72.0,61.0,72.0,76.0,39.0,47.0,10,0,75342.46575342465
E. Villar,22,66,73,"CF, ST",ATT,1800000.0,75.0,69.0,56.0,68.0,30.0,68.0,7,0,26865.671641791047
E. Vindegas,30,67,67,"LW, CAM",ATT,975000.0,64.0,62.0,69.0,69.0,40.0,61.0,0,1,14338.235294117647
E. Viveros,19,59,71,RM,MID,525000.0,67.0,47.0,57.0,58.0,45.0,56.0,12,0,8750.0
E. Viviano,36,71,71,GK,GK,210000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,2916.6666666666665
E. Višća,32,81,81,"RM, RW",MID,20500000.0,87.0,78.0,78.0,82.0,47.0,63.0,0,1,250000.0
E. Wahi,19,75,85,"ST, LM",ATT,12000000.0,82.0,76.0,65.0,76.0,31.0,67.0,10,0,157894.73684210525
E. Walker,19,57,71,"LM, LWB",MID,400000.0,73.0,56.0,48.0,61.0,27.0,49.0,14,0,6896.551724137931
E. Watt,22,65,73,CDM,MID,1500000.0,67.0,53.0,64.0,66.0,59.0,69.0,8,0,22727.272727272728
E. Weir,22,58,63,LB,DEF,300000.0,65.0,51.0,52.0,56.0,54.0,57.0,5,0,5084.745762711865
E. Wekesser,24,68,71,"LB, CAM",DEF,1500000.0,73.0,63.0,63.0,66.0,62.0,76.0,3,0,21739.130434782608
E. Wichne,25,64,69,"RB, RWB",DEF,800000.0,78.0,41.0,59.0,60.0,58.0,67.0,5,0,12307.692307692309
E. Wiemberg,28,68,68,"LB, CB, LM",DEF,1100000.0,76.0,52.0,63.0,69.0,62.0,74.0,0,1,15942.028985507246
E. Williamson,25,69,74,"CDM, CM",MID,1900000.0,70.0,57.0,67.0,71.0,63.0,69.0,5,0,27142.85714285714
E. Wohlgemuth,20,52,68,GK,GK,180000.0,69.0,55.0,58.0,63.0,56.0,66.0,16,0,3396.2264150943397
E. Yardımcı,20,61,70,ST,ATT,725000.0,65.0,59.0,49.0,61.0,27.0,64.0,9,0,11693.548387096775
E. Yeboah,19,63,77,"RW, ST",ATT,1100000.0,84.0,58.0,55.0,64.0,38.0,77.0,14,0,17187.5
E. Yeşilyurt,28,66,66,"RM, RB, LM",MID,850000.0,70.0,59.0,63.0,68.0,33.0,61.0,0,1,12686.567164179105
E. Zavaleta,29,65,65,CB,DEF,600000.0,53.0,55.0,51.0,54.0,63.0,76.0,0,1,9090.90909090909
E. Zeballos,20,72,85,"RW, LW",ATT,5500000.0,84.0,63.0,66.0,77.0,31.0,46.0,13,0,75342.46575342465
E. Zehir,24,67,70,"CM, CDM",MID,1400000.0,70.0,64.0,65.0,69.0,62.0,68.0,3,0,20588.235294117647
E. Zejnullahu,27,63,63,"CM, CAM, CDM",MID,500000.0,71.0,57.0,62.0,66.0,59.0,61.0,0,1,7812.5
E. Zenga,29,70,70,"CDM, CM",MID,1400000.0,78.0,56.0,67.0,70.0,66.0,69.0,0,1,19718.309859154928
E. Zhegrova,23,74,81,RM,MID,8500000.0,79.0,67.0,68.0,78.0,25.0,60.0,7,0,113333.33333333333
E. Zubak,24,59,66,ST,ATT,450000.0,52.0,59.0,44.0,58.0,19.0,67.0,7,0,7500.0
E. Zubas,31,67,67,GK,GK,550000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,8088.235294117647
E. Álvarez,24,80,84,"CDM, CM",MID,27500000.0,71.0,57.0,67.0,69.0,82.0,86.0,4,0,339506.1728395062
E. Ávila,28,80,80,"ST, RM",ATT,21500000.0,79.0,81.0,65.0,78.0,45.0,84.0,0,1,265432.0987654321
E. Çekiçi,25,69,72,"CAM, CM, CDM",MID,1800000.0,69.0,69.0,69.0,68.0,63.0,54.0,3,0,25714.285714285714
E. Çetin,19,55,71,GK,GK,300000.0,69.0,55.0,58.0,63.0,56.0,66.0,16,0,5357.142857142857
E. Çokaj,23,69,74,CDM,MID,1900000.0,68.0,59.0,65.0,68.0,68.0,66.0,5,0,27142.85714285714
E. Ólafsson,22,66,75,GK,GK,1700000.0,69.0,55.0,58.0,63.0,56.0,66.0,9,0,25373.13432835821
E. Ómarsson,27,67,68,"ST, RW",ATT,1200000.0,84.0,64.0,54.0,68.0,37.0,73.0,1,0,17647.058823529413
E. Özbir,32,70,70,GK,GK,800000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,11267.605633802817
E. Özkan,18,53,70,CM,MID,240000.0,67.0,43.0,52.0,55.0,50.0,52.0,17,0,4444.444444444444
E. Öztümer,31,67,67,"CAM, CM",MID,850000.0,73.0,65.0,65.0,74.0,30.0,50.0,0,1,12500.0
E. Öztürk,24,66,73,"CAM, CDM",MID,1700000.0,63.0,61.0,67.0,68.0,62.0,59.0,7,0,25373.13432835821
E. Ünal,25,79,83,ST,ATT,24500000.0,69.0,82.0,68.0,76.0,40.0,76.0,4,0,306250.0
E. Ćivić,26,70,72,LB,DEF,1800000.0,84.0,54.0,64.0,71.0,61.0,69.0,2,0,25352.11267605634
E. İlkhan,18,64,80,"CM, RW, CAM",MID,1500000.0,68.0,58.0,63.0,70.0,50.0,49.0,16,0,23076.923076923078
Echu,24,62,68,"LM, CAM",MID,625000.0,70.0,58.0,58.0,65.0,23.0,40.0,6,0,9920.63492063492
Edardynho Neto,26,70,70,ST,ATT,1800000.0,79.0,73.0,50.0,72.0,23.0,57.0,0,1,25352.11267605634
Edenildo Lagoas,22,67,67,"RB, CB",DEF,1100000.0,54.0,53.0,64.0,58.0,67.0,69.0,0,1,16176.470588235294
Eder Pinhanços,26,67,67,"CB, LB",DEF,975000.0,47.0,31.0,47.0,41.0,73.0,59.0,0,1,14338.235294117647
Ederson,28,89,91,GK,GK,35000000.0,69.0,55.0,58.0,63.0,56.0,66.0,2,0,388888.8888888889
Edgar,35,70,70,ST,ATT,675000.0,59.0,72.0,62.0,63.0,32.0,78.0,0,1,9507.042253521127
Edgar,25,78,82,"CB, CDM",DEF,17500000.0,60.0,49.0,64.0,64.0,80.0,78.0,4,0,221518.98734177215
Edgar Badia,30,80,80,GK,GK,14000000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,172839.5061728395
Edgar Costa,35,65,65,"CM, RW, RM",MID,275000.0,66.0,64.0,68.0,69.0,46.0,68.0,0,1,4166.666666666667
Edmilson Dove,27,70,70,"LB, LM, CB",DEF,1500000.0,76.0,44.0,52.0,63.0,69.0,72.0,0,1,21126.76056338028
Edsinho Torres,26,71,71,LB,DEF,1900000.0,70.0,54.0,60.0,60.0,67.0,70.0,0,1,26388.88888888889
Edu Bedia,33,67,67,"CM, CDM, CAM",MID,625000.0,44.0,57.0,69.0,66.0,48.0,72.0,0,1,9191.176470588236
Edu Borges,20,60,68,CB,DEF,500000.0,55.0,29.0,35.0,40.0,63.0,63.0,8,0,8196.72131147541
Edu Espiau,27,68,68,"ST, RM",ATT,1300000.0,69.0,68.0,55.0,62.0,25.0,66.0,0,1,18840.579710144928
Edu Expósito,25,77,80,"CAM, CM, CDM",MID,14000000.0,65.0,74.0,75.0,78.0,72.0,69.0,3,0,179487.1794871795
Edu Selneira,34,65,65,"CDM, RB",MID,240000.0,68.0,58.0,62.0,60.0,63.0,63.0,0,1,3636.3636363636365
Eduardo Fonseira,22,71,71,GK,GK,1600000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,22222.222222222223
Eduardo Quaresma,20,70,82,CB,DEF,3600000.0,58.0,31.0,47.0,56.0,70.0,70.0,12,0,50704.22535211268
Eduardo Santos,24,71,75,"CB, RB",DEF,2400000.0,73.0,45.0,59.0,66.0,70.0,74.0,4,0,33333.333333333336
Edval Anton,30,74,74,"CDM, CM, CAM",MID,3500000.0,70.0,56.0,71.0,72.0,72.0,69.0,0,1,46666.666666666664
Eguaras,30,75,75,"CDM, CM",MID,4700000.0,53.0,56.0,75.0,66.0,71.0,74.0,0,1,61842.10526315789
Ekain,28,64,64,"ST, CAM, CM",ATT,600000.0,70.0,64.0,58.0,66.0,28.0,61.0,0,1,9230.76923076923
Elady,31,70,70,"ST, LM, RM",ATT,1300000.0,75.0,71.0,65.0,72.0,39.0,70.0,0,1,18309.859154929578
Elgezabal,29,70,70,"CDM, CM, CB",MID,1400000.0,53.0,50.0,57.0,53.0,70.0,74.0,0,1,19718.309859154928
Elias Fontoira,26,74,74,CDM,MID,4100000.0,69.0,69.0,74.0,73.0,73.0,70.0,0,1,54666.666666666664
Elias Manoel,20,59,73,"ST, LW, RW",ATT,550000.0,91.0,54.0,42.0,65.0,18.0,65.0,14,0,9166.666666666666
Elieser Baldeiro,26,74,74,CB,DEF,4000000.0,75.0,56.0,60.0,64.0,76.0,75.0,0,1,53333.333333333336
Elildo Petri,26,75,75,"RM, CAM",MID,6000000.0,73.0,68.0,75.0,77.0,29.0,67.0,0,1,78947.36842105263
Elione Fernandes,16,61,73,CDM,MID,700000.0,68.0,52.0,54.0,56.0,59.0,63.0,12,0,11290.322580645161
Eliton Júnior,24,61,68,"CAM, CM",MID,650000.0,63.0,48.0,61.0,62.0,30.0,55.0,7,0,10483.870967741936
Elliot Simões,22,62,68,"LM, CAM",MID,650000.0,82.0,52.0,53.0,65.0,26.0,45.0,6,0,10317.460317460318
Eltildo Bessa,26,70,70,"ST, CF, LW",ATT,1800000.0,86.0,68.0,56.0,76.0,31.0,44.0,0,1,25352.11267605634
Eltildo Correia,30,74,74,"CB, RB, LB",DEF,3500000.0,56.0,50.0,61.0,51.0,76.0,75.0,0,1,46666.666666666664
Eltson Marques,30,70,70,CB,DEF,1300000.0,40.0,43.0,43.0,49.0,70.0,70.0,0,1,18309.859154929578
Ely,31,64,64,"RW, LW, LM",ATT,475000.0,77.0,64.0,63.0,64.0,40.0,62.0,0,1,7307.692307692308
Embarba,30,75,75,"RM, LM, ST",MID,5500000.0,77.0,74.0,75.0,75.0,43.0,69.0,0,1,72368.42105263157
Emelvinson,34,79,79,GK,GK,3000000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,37500.0
Emerson,27,77,77,LB,DEF,10000000.0,77.0,63.0,75.0,78.0,73.0,63.0,0,1,128205.1282051282
Emerson Royal,23,77,80,"RWB, RB",DEF,13500000.0,74.0,62.0,71.0,74.0,74.0,76.0,3,0,173076.92307692306
Emidio Hoffman,26,69,69,"CB, RB",DEF,1300000.0,50.0,53.0,56.0,55.0,70.0,72.0,0,1,18571.428571428572
Emilio Bernad,22,65,73,GK,GK,1400000.0,69.0,55.0,58.0,63.0,56.0,66.0,8,0,21212.121212121212
Eminho Moringa,34,71,71,CB,DEF,600000.0,63.0,50.0,62.0,61.0,71.0,78.0,0,1,8333.333333333334
Emu Teixeira,38,73,73,CB,DEF,550000.0,66.0,36.0,55.0,54.0,72.0,78.0,0,1,7432.4324324324325
Enaldo Praz,38,75,75,"LB, LWB",DEF,1200000.0,70.0,49.0,68.0,65.0,74.0,71.0,0,1,15789.473684210527
Enric Gallego,35,71,71,ST,ATT,800000.0,54.0,73.0,56.0,66.0,25.0,71.0,0,1,11111.111111111111
Enric Llansana,21,65,74,"CDM, CB, CM",MID,1500000.0,56.0,44.0,63.0,63.0,63.0,63.0,9,0,22727.272727272728
Enrique Clemente,23,65,75,"CB, LB",DEF,1500000.0,68.0,32.0,51.0,52.0,65.0,66.0,10,0,22727.272727272728
Enzio Julião,26,67,67,ST,ATT,1100000.0,71.0,65.0,55.0,67.0,34.0,70.0,0,1,16176.470588235294
Enzo Chissano,30,77,77,"LB, RB, CB",DEF,9000000.0,79.0,62.0,71.0,70.0,74.0,69.0,0,1,115384.61538461539
Enzo Marteiro,30,74,74,GK,GK,2800000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,37333.333333333336
Enzo Merques,26,73,73,LB,DEF,3000000.0,72.0,64.0,70.0,73.0,67.0,74.0,0,1,40540.54054054054
Eom Seung Min,19,53,71,"RW, ST",ATT,240000.0,74.0,47.0,43.0,56.0,23.0,44.0,18,0,4444.444444444444
Eric Botteghin,34,73,73,CB,DEF,1000000.0,30.0,35.0,47.0,50.0,73.0,81.0,0,1,13513.513513513513
Eric Curbelo,28,75,76,"CB, RB",DEF,5500000.0,84.0,38.0,66.0,66.0,75.0,80.0,1,0,72368.42105263157
Eric García,21,76,83,CB,DEF,14000000.0,62.0,44.0,71.0,67.0,77.0,71.0,7,0,181818.18181818182
Erico,32,66,66,CB,DEF,550000.0,66.0,32.0,41.0,49.0,64.0,78.0,0,1,8208.955223880597
Erik,27,73,73,"LM, LW, ST",MID,3200000.0,86.0,71.0,66.0,75.0,23.0,57.0,0,1,43243.24324324324
Erik,21,70,79,"LB, LM",DEF,3400000.0,85.0,49.0,65.0,71.0,62.0,71.0,9,0,47887.32394366197
Erik Expósito,26,67,69,ST,ATT,1300000.0,67.0,68.0,59.0,63.0,29.0,67.0,2,0,19117.647058823528
Erik Morán,31,69,69,CDM,MID,975000.0,41.0,50.0,67.0,64.0,66.0,74.0,0,1,13928.57142857143
Erison,23,70,76,ST,ATT,2500000.0,62.0,70.0,53.0,67.0,24.0,74.0,6,0,35211.2676056338
Escassi,33,66,66,"CB, CDM, CM",DEF,400000.0,44.0,58.0,60.0,58.0,64.0,80.0,0,1,5970.149253731343
Escudero,32,75,75,"LB, LM",DEF,3900000.0,67.0,62.0,72.0,70.0,76.0,69.0,0,1,51315.78947368421
Espigares,17,58,74,CB,DEF,475000.0,55.0,34.0,46.0,41.0,60.0,57.0,16,0,8050.847457627118
Esquerdo,23,62,68,CM,MID,625000.0,64.0,53.0,64.0,66.0,48.0,53.0,6,0,9920.63492063492
Estanis,18,62,79,"RW, LW",ATT,1000000.0,72.0,62.0,53.0,64.0,24.0,48.0,17,0,15873.015873015873
Estevão Candeira,26,75,75,"RB, LB",DEF,5500000.0,77.0,59.0,70.0,69.0,70.0,68.0,0,1,72368.42105263157
Estevãtinho,30,66,66,CAM,MID,825000.0,44.0,57.0,73.0,65.0,27.0,57.0,0,1,12313.432835820895
Ethyan,20,64,77,ST,ATT,1400000.0,64.0,64.0,58.0,60.0,31.0,61.0,13,0,21538.46153846154
Eugeni,27,70,70,"CM, CDM, LM",MID,1700000.0,61.0,69.0,73.0,68.0,55.0,63.0,0,1,23943.661971830985
Euller,27,68,68,"LB, LM, LW",DEF,1200000.0,82.0,61.0,63.0,69.0,62.0,70.0,0,1,17391.304347826088
Euse Monzó,21,63,71,"CB, LB",DEF,1000000.0,60.0,31.0,42.0,38.0,65.0,63.0,8,0,15625.0
Evander,24,76,81,"CM, CAM",MID,11500000.0,73.0,71.0,76.0,80.0,67.0,69.0,5,0,149350.64935064936
Evandro Rochedo,26,72,72,ST,ATT,2600000.0,55.0,75.0,60.0,70.0,36.0,64.0,0,1,35616.438356164384
Evanilson,22,78,85,ST,ATT,29000000.0,74.0,76.0,63.0,76.0,25.0,71.0,7,0,367088.60759493674
Ewerton,29,67,67,"CM, CDM",MID,1000000.0,54.0,60.0,65.0,67.0,66.0,70.0,0,1,14705.882352941177
Ewerton,25,74,75,"LM, RM",MID,5000000.0,82.0,71.0,67.0,78.0,26.0,57.0,1,0,66666.66666666667
Ezkieta,25,65,70,GK,GK,825000.0,69.0,55.0,58.0,63.0,56.0,66.0,5,0,12500.0
F. Abiuso,19,56,68,ST,ATT,350000.0,60.0,57.0,40.0,52.0,19.0,55.0,12,0,6140.350877192983
F. Abo Bakr,25,57,63,CB,DEF,230000.0,56.0,30.0,38.0,40.0,57.0,63.0,6,0,3965.5172413793102
F. Acerbi,34,82,82,CB,DEF,10000000.0,62.0,50.0,64.0,64.0,85.0,78.0,0,1,120481.92771084337
F. Acheampong,28,75,75,"ST, LW, LM",ATT,6000000.0,93.0,76.0,70.0,81.0,44.0,77.0,0,1,78947.36842105263
F. Achim,30,63,63,"RB, RW",DEF,425000.0,74.0,53.0,60.0,62.0,57.0,67.0,0,1,6640.625
F. Afena-Gyan,19,70,80,ST,ATT,3500000.0,89.0,70.0,57.0,69.0,39.0,62.0,10,0,49295.77464788732
F. Agu,22,70,78,"RWB, LWB",DEF,3400000.0,83.0,47.0,61.0,74.0,62.0,59.0,8,0,47887.32394366197
F. Aguilar,29,72,72,CB,DEF,2000000.0,48.0,40.0,48.0,49.0,75.0,80.0,0,1,27397.260273972603
F. Agüero,27,65,67,CB,DEF,750000.0,54.0,28.0,34.0,39.0,66.0,75.0,2,0,11363.636363636364
F. Aksoy,24,68,74,"CB, CDM",DEF,1700000.0,37.0,42.0,55.0,60.0,70.0,70.0,6,0,24637.681159420288
F. Al Birekan,22,68,77,ST,ATT,2700000.0,75.0,65.0,48.0,65.0,23.0,67.0,9,0,39130.434782608696
F. Al Dawsari,20,52,66,"LB, LM",DEF,180000.0,67.0,47.0,50.0,53.0,44.0,57.0,14,0,3396.2264150943397
F. Al Garzae,21,51,63,ST,ATT,140000.0,68.0,49.0,43.0,53.0,23.0,53.0,12,0,2692.3076923076924
F. Al Ghamdi,20,54,68,CDM,MID,250000.0,55.0,41.0,52.0,56.0,52.0,51.0,14,0,4545.454545454545
F. Al Harbi,25,59,64,CB,DEF,300000.0,69.0,24.0,39.0,35.0,56.0,73.0,5,0,5000.0
F. Al Johani,30,59,59,"LM, ST, RM",MID,220000.0,72.0,59.0,52.0,60.0,26.0,65.0,0,1,3666.6666666666665
F. Al Jumayah,27,61,61,"RB, RWB, RM",DEF,325000.0,74.0,55.0,62.0,62.0,52.0,54.0,0,1,5241.935483870968
F. Al Masrahi,29,62,63,GK,GK,300000.0,69.0,55.0,58.0,63.0,56.0,66.0,1,0,4761.9047619047615
F. Al Mutairi,22,51,59,CM,MID,130000.0,68.0,40.0,49.0,53.0,41.0,52.0,8,0,2500.0
F. Al Muwallad,27,66,66,"LM, RM, ST",MID,900000.0,88.0,63.0,60.0,64.0,44.0,64.0,0,1,13432.835820895523
F. Al Qarni,30,66,66,GK,GK,575000.0,69.0,55.0,58.0,63.0,56.0,66.0,0,1,8582.089552238805
F. Al Rashidi,25,60,62,"RM, LM",MID,300000.0,79.0,50.0,51.0,65.0,39.0,56.0,2,0,4918.0327868852455
F. Al Sagour,26,66,69,RB,DEF,1000000.0,91.0,45.0,57.0,64.0,55.0,63.0,3,0,14925.373134328358
F. Al Shammari,16,46,68,GK,GK,130000.0,69.0,55.0,58.0,63.0,56.0,66.0,22,0,2765.9574468085107
F. Al Tryes,25,58,61,"LM, RM",MID,275000.0,75.0,45.0,51.0,63.0,32.0,40.0,3,0,4661.016949152542
F. Alcedo,19,57,72,CB,DEF,375000.0,62.0,26.0,43.0,33.0,58.0,63.0,15,0,6465.517241379311
F. Ali,22,54,62,"RW, LW",ATT,240000.0,81.0,49.0,46.0,56.0,29.0,56.0,8,0,4363.636363636364
F. Alidou,20,68,78,LM,MID,2600000.0,84.0,59.0,59.0,71.0,28.0,57.0,10,0,37681.159420289856
F. Aliti,28,68,68,"CB, LB",DEF,1000000.0,68.0,46.0,57.0,61.0,65.0,82.0,0,1,14492.753623188406
